,surface,tourney_level,second_id,second_hand,second_ht,second_age,first_id,first_hand,first_ht,first_age,best_of,round,second_rank,second_rank_points,first_rank,first_rank_points,tourney_year,label
98539,3.0,3.0,133430.0,0.0,185.0,22.7,104745.0,0.0,185.0,35.6,5.0,3.0,14.0,2593.0,5.0,4875.0,2022.0,1.0
196306,1.0,4.0,122298.0,1.0,188.0,26.5,105807.0,1.0,188.0,30.8,3.0,7.0,31.0,1294.0,18.0,2135.0,2022.0,0.0
63729,3.0,3.0,104527.0,1.0,183.0,31.8,104542.0,1.0,188.0,31.7,5.0,3.0,4.0,5155.0,12.0,2505.0,2017.0,0.0
52454,3.0,3.0,105227.0,1.0,198.0,26.9,104925.0,1.0,188.0,28.2,5.0,9.0,9.0,3550.0,1.0,14865.0,2015.0,1.0
25843,3.0,3.0,104731.0,1.0,203.0,31.2,104745.0,0.0,185.0,31.2,5.0,2.0,32.0,1360.0,1.0,7645.0,2017.0,1.0
5264,3.0,0.0,104597.0,1.0,183.0,28.1,105453.0,1.0,178.0,23.7,3.0,3.0,17.0,1940.0,13.0,2250.0,2013.0,0.0
41460,3.0,0.0,105227.0,1.0,198.0,27.0,104745.0,0.0,185.0,29.3,3.0,3.0,13.0,2395.0,7.0,4330.0,2015.0,1.0
28906,3.0,0.0,126203.0,1.0,193.0,21.7,106043.0,1.0,170.0,26.9,3.0,2.0,28.0,1450.0,27.0,1485.0,2019.0,1.0
73649,3.0,4.0,105138.0,1.0,183.0,29.3,104792.0,1.0,193.0,30.9,3.0,5.0,16.0,2335.0,22.0,1915.0,2017.0,0.0
139900,3.0,0.0,104918.0,1.0,190.0,26.7,105777.0,1.0,188.0,22.7,3.0,9.0,7.0,4795.0,22.0,1675.0,2014.0,1.0
86241,3.0,2.0,106233.0,1.0,185.0,26.1,100644.0,1.0,198.0,22.5,3.0,9.0,5.0,5025.0,7.0,2945.0,2019.0,0.0
154925,2.0,0.0,105683.0,1.0,196.0,25.4,104918.0,1.0,190.0,29.0,3.0,2.0,9.0,2965.0,2.0,8915.0,2016.0,1.0
124523,3.0,0.0,100644.0,1.0,198.0,21.8,200282.0,1.0,183.0,20.0,3.0,3.0,3.0,6475.0,26.0,1443.0,2019.0,0.0
92421,3.0,0.0,104259.0,1.0,178.0,35.3,103819.0,1.0,185.0,37.5,3.0,6.0,31.0,1205.0,7.0,4100.0,2019.0,1.0
133694,3.0,4.0,105453.0,1.0,178.0,23.7,103781.0,0.0,183.0,32.3,3.0,6.0,18.0,1840.0,25.0,1425.0,2013.0,0.0
93967,3.0,4.0,104871.0,1.0,188.0,28.5,104745.0,0.0,185.0,29.2,3.0,6.0,27.0,1275.0,8.0,3680.0,2015.0,1.0
179181,1.0,4.0,104468.0,1.0,183.0,29.3,104745.0,0.0,185.0,27.9,3.0,6.0,30.0,1225.0,1.0,12900.0,2014.0,1.0
118729,3.0,4.0,105227.0,1.0,198.0,27.4,105676.0,1.0,180.0,25.2,3.0,3.0,12.0,2555.0,18.0,1930.0,2016.0,1.0
181794,3.0,4.0,104918.0,1.0,190.0,29.4,106298.0,1.0,185.0,22.6,3.0,5.0,2.0,10985.0,17.0,2106.0,2016.0,0.0
188542,3.0,0.0,111202.0,1.0,188.0,22.4,104926.0,1.0,178.0,31.3,3.0,3.0,27.0,1630.0,14.0,2315.0,2018.0,1.0
83011,3.0,0.0,106421.0,1.0,198.0,24.9,100644.0,1.0,198.0,23.7,3.0,9.0,4.0,8470.0,7.0,5615.0,2021.0,0.0
154774,3.0,0.0,111575.0,1.0,198.0,23.6,105550.0,0.0,185.0,29.6,3.0,3.0,17.0,1840.0,25.0,1530.0,2020.0,0.0
128411,1.0,4.0,105208.0,1.0,190.0,25.6,105668.0,1.0,203.0,23.4,3.0,7.0,20.0,1780.0,21.0,1715.0,2014.0,0.0
192983,3.0,0.0,104755.0,1.0,185.0,29.3,106233.0,1.0,185.0,22.1,3.0,5.0,11.0,2580.0,19.0,1600.0,2015.0,0.0
171783,2.0,0.0,104918.0,1.0,190.0,28.0,104731.0,1.0,203.0,29.0,3.0,2.0,3.0,7040.0,17.0,1880.0,2015.0,0.0
170925,3.0,0.0,105227.0,1.0,198.0,27.8,104792.0,1.0,193.0,29.9,3.0,5.0,14.0,2525.0,11.0,2800.0,2016.0,1.0
5968,3.0,3.0,104925.0,1.0,188.0,33.7,106421.0,1.0,198.0,24.9,5.0,2.0,1.0,12030.0,4.0,8715.0,2021.0,0.0
5455,3.0,4.0,134770.0,1.0,183.0,22.7,144750.0,1.0,193.0,24.6,3.0,6.0,10.0,3615.0,31.0,1652.0,2021.0,0.0
120608,3.0,0.0,104607.0,1.0,196.0,28.4,104542.0,1.0,188.0,28.8,3.0,3.0,6.0,4890.0,10.0,2785.0,2014.0,0.0
143082,3.0,4.0,106298.0,1.0,185.0,22.4,106401.0,1.0,193.0,21.3,3.0,7.0,26.0,1489.0,16.0,2025.0,2016.0,1.0
10948,3.0,3.0,104527.0,1.0,183.0,30.4,103819.0,1.0,185.0,34.0,5.0,9.0,5.0,5710.0,2.0,9065.0,2015.0,1.0
27610,3.0,0.0,104755.0,1.0,185.0,29.3,106058.0,1.0,185.0,23.0,3.0,9.0,12.0,2490.0,32.0,1210.0,2015.0,1.0
184398,3.0,0.0,104545.0,1.0,206.0,29.4,103990.0,1.0,180.0,32.4,3.0,6.0,16.0,1970.0,21.0,1715.0,2014.0,1.0
165779,3.0,2.0,126774.0,1.0,193.0,23.2,126094.0,1.0,188.0,24.0,3.0,8.0,4.0,6540.0,5.0,4950.0,2021.0,1.0
170529,1.0,3.0,104925.0,1.0,188.0,33.3,111575.0,1.0,198.0,24.3,5.0,5.0,1.0,11260.0,16.0,2200.0,2020.0,0.0
22617,1.0,3.0,104542.0,1.0,188.0,29.1,104925.0,1.0,188.0,27.0,5.0,5.0,14.0,2315.0,2.0,11850.0,2014.0,1.0
24958,1.0,0.0,104655.0,1.0,180.0,29.3,103819.0,1.0,185.0,33.7,3.0,2.0,23.0,1442.0,2.0,8385.0,2015.0,1.0
154662,3.0,3.0,105676.0,1.0,180.0,26.1,105777.0,1.0,188.0,25.6,5.0,3.0,11.0,2750.0,15.0,2135.0,2017.0,1.0
66176,3.0,0.0,104745.0,0.0,185.0,33.5,105676.0,1.0,180.0,29.0,3.0,3.0,1.0,9985.0,11.0,2335.0,2020.0,1.0
99808,1.0,4.0,104655.0,1.0,180.0,31.3,100644.0,1.0,198.0,20.0,3.0,3.0,27.0,1490.0,19.0,2165.0,2017.0,0.0
165893,3.0,0.0,105777.0,1.0,188.0,24.4,104745.0,0.0,185.0,29.3,3.0,5.0,28.0,1360.0,7.0,4330.0,2015.0,1.0
58241,3.0,4.0,104918.0,1.0,190.0,28.2,104755.0,1.0,185.0,29.1,3.0,3.0,2.0,8660.0,13.0,2105.0,2015.0,0.0
139438,3.0,4.0,105453.0,1.0,178.0,26.1,104745.0,0.0,185.0,29.7,3.0,3.0,6.0,3980.0,5.0,4810.0,2016.0,1.0
64435,1.0,0.0,103990.0,1.0,180.0,31.7,104926.0,1.0,178.0,26.7,3.0,9.0,17.0,1960.0,14.0,2260.0,2014.0,1.0
115442,3.0,4.0,104607.0,1.0,196.0,31.9,105223.0,1.0,198.0,28.8,3.0,7.0,15.0,2390.0,30.0,1370.0,2017.0,1.0
96948,3.0,0.0,105453.0,1.0,178.0,25.5,105227.0,1.0,198.0,26.8,3.0,9.0,5.0,5525.0,8.0,3495.0,2015.0,0.0
194206,3.0,0.0,104792.0,1.0,193.0,35.0,206173.0,1.0,188.0,20.1,3.0,2.0,20.0,2278.0,14.0,2895.0,2021.0,1.0
159940,3.0,4.0,105138.0,1.0,183.0,32.3,111575.0,1.0,198.0,24.2,3.0,5.0,12.0,2360.0,16.0,2120.0,2020.0,0.0
141761,1.0,4.0,104731.0,1.0,203.0,26.9,104607.0,1.0,196.0,27.6,3.0,5.0,27.0,1295.0,6.0,4760.0,2013.0,1.0
26567,3.0,4.0,105777.0,1.0,188.0,26.4,104545.0,1.0,206.0,32.5,3.0,5.0,8.0,3650.0,14.0,2505.0,2017.0,1.0
133727,3.0,0.0,105227.0,1.0,198.0,28.3,104542.0,1.0,188.0,31.8,3.0,3.0,7.0,3470.0,14.0,2730.0,2017.0,1.0
166556,3.0,2.0,100644.0,1.0,198.0,20.5,103819.0,1.0,185.0,36.2,3.0,8.0,3.0,4410.0,2.0,9005.0,2017.0,1.0
56393,3.0,0.0,104999.0,0.0,190.0,29.5,104745.0,0.0,185.0,30.7,3.0,6.0,30.0,1216.0,6.0,4115.0,2017.0,1.0
204600,3.0,0.0,105227.0,1.0,198.0,27.0,105138.0,1.0,183.0,27.5,3.0,2.0,14.0,2190.0,27.0,1405.0,2015.0,0.0
87301,1.0,3.0,100644.0,1.0,198.0,22.0,104926.0,1.0,178.0,32.0,5.0,5.0,5.0,4360.0,12.0,2785.0,2019.0,0.0
4494,3.0,4.0,103990.0,1.0,180.0,32.2,104259.0,1.0,178.0,30.8,3.0,7.0,20.0,1645.0,24.0,1505.0,2014.0,0.0
94743,3.0,0.0,105807.0,1.0,188.0,29.2,104792.0,1.0,193.0,34.1,3.0,6.0,15.0,2400.0,11.0,2860.0,2020.0,0.0
35867,3.0,0.0,126774.0,1.0,193.0,24.1,104925.0,1.0,188.0,35.3,3.0,2.0,6.0,4810.0,7.0,3820.0,2022.0,1.0
150564,1.0,4.0,104918.0,1.0,190.0,25.9,104527.0,1.0,183.0,28.0,3.0,5.0,2.0,8750.0,17.0,2005.0,2013.0,1.0
202114,1.0,3.0,104925.0,1.0,188.0,28.0,104918.0,1.0,190.0,28.0,5.0,9.0,1.0,13845.0,3.0,7040.0,2015.0,0.0
111599,3.0,4.0,206173.0,1.0,188.0,20.9,200000.0,1.0,193.0,22.0,3.0,5.0,12.0,2975.0,9.0,3625.0,2022.0,1.0
141548,3.0,4.0,105227.0,1.0,198.0,30.8,106233.0,1.0,185.0,25.9,3.0,5.0,16.0,2030.0,4.0,4755.0,2019.0,1.0
19045,3.0,4.0,105777.0,1.0,188.0,25.4,104925.0,1.0,188.0,29.4,3.0,5.0,18.0,2035.0,1.0,12900.0,2016.0,1.0
19457,1.0,0.0,104527.0,1.0,183.0,27.8,104597.0,1.0,183.0,27.4,3.0,9.0,17.0,1990.0,11.0,2540.0,2013.0,0.0
199425,3.0,4.0,104542.0,1.0,188.0,31.5,105683.0,1.0,196.0,25.8,3.0,3.0,13.0,2460.0,5.0,4690.0,2016.0,1.0
161492,1.0,3.0,105227.0,1.0,198.0,33.6,106421.0,1.0,198.0,26.2,5.0,5.0,23.0,1695.0,2.0,7980.0,2022.0,0.0
138141,3.0,2.0,103819.0,1.0,185.0,33.2,104918.0,1.0,190.0,27.4,3.0,8.0,2.0,8700.0,6.0,4475.0,2014.0,0.0
187546,3.0,4.0,132283.0,1.0,191.0,26.4,126203.0,1.0,193.0,24.0,3.0,7.0,27.0,1860.0,26.0,1890.0,2021.0,1.0
41005,3.0,0.0,105023.0,1.0,198.0,28.7,104792.0,1.0,193.0,29.8,3.0,3.0,29.0,1390.0,17.0,2030.0,2016.0,1.0
33991,3.0,1.0,104542.0,1.0,188.0,32.5,105676.0,1.0,180.0,26.9,3.0,8.0,15.0,2320.0,7.0,3775.0,2017.0,1.0
76717,3.0,3.0,103852.0,0.0,188.0,33.9,104925.0,1.0,188.0,28.2,5.0,3.0,19.0,1665.0,1.0,14865.0,2015.0,1.0
91267,3.0,2.0,103819.0,1.0,185.0,38.2,104925.0,1.0,188.0,32.4,3.0,8.0,3.0,6190.0,2.0,8945.0,2019.0,0.0
118025,3.0,4.0,104527.0,1.0,183.0,29.9,105173.0,0.0,183.0,26.7,3.0,6.0,8.0,4515.0,32.0,1193.0,2015.0,1.0
135111,3.0,0.0,105138.0,1.0,183.0,28.8,104180.0,0.0,193.0,33.7,3.0,3.0,16.0,2190.0,29.0,1370.0,2017.0,0.0
84021,3.0,0.0,104545.0,1.0,206.0,30.7,105138.0,1.0,183.0,27.7,3.0,3.0,11.0,2495.0,25.0,1480.0,2016.0,1.0
99002,3.0,4.0,105138.0,1.0,183.0,34.3,134770.0,1.0,183.0,23.6,3.0,5.0,18.0,1850.0,7.0,4685.0,2022.0,1.0
97243,1.0,4.0,100644.0,1.0,198.0,21.0,106233.0,1.0,185.0,24.6,3.0,2.0,3.0,5195.0,7.0,3545.0,2018.0,0.0
65264,3.0,0.0,103970.0,1.0,175.0,31.5,104792.0,1.0,193.0,27.1,3.0,6.0,3.0,6800.0,31.0,1230.0,2013.0,0.0
16224,3.0,2.0,104925.0,1.0,188.0,31.4,104545.0,1.0,206.0,33.5,3.0,8.0,1.0,8045.0,10.0,3155.0,2018.0,0.0
131398,1.0,3.0,104925.0,1.0,188.0,35.0,104745.0,0.0,185.0,35.9,5.0,3.0,1.0,8660.0,5.0,5525.0,2022.0,1.0
189727,2.0,3.0,104731.0,1.0,203.0,28.0,104918.0,1.0,190.0,27.1,5.0,5.0,18.0,1745.0,5.0,4680.0,2014.0,1.0
129873,3.0,4.0,104180.0,0.0,193.0,34.2,105077.0,0.0,188.0,29.5,3.0,6.0,22.0,1885.0,24.0,1735.0,2017.0,1.0
151416,3.0,0.0,100644.0,1.0,198.0,22.5,126203.0,1.0,193.0,21.9,3.0,6.0,6.0,4425.0,31.0,1360.0,2019.0,1.0
157001,1.0,4.0,104755.0,1.0,185.0,26.9,105023.0,1.0,198.0,25.5,3.0,7.0,9.0,3180.0,19.0,1790.0,2013.0,0.0
166362,3.0,0.0,104919.0,1.0,188.0,27.6,103898.0,1.0,185.0,33.0,3.0,3.0,28.0,1299.0,27.0,1345.0,2015.0,0.0
26614,3.0,0.0,105777.0,1.0,188.0,30.3,106234.0,1.0,185.0,28.0,3.0,3.0,29.0,1801.0,24.0,2072.0,2021.0,0.0
125523,2.0,3.0,106058.0,1.0,185.0,23.7,105683.0,1.0,196.0,25.5,5.0,6.0,26.0,1415.0,7.0,3175.0,2016.0,1.0
159962,3.0,0.0,106432.0,1.0,188.0,21.9,106298.0,1.0,185.0,24.6,3.0,5.0,13.0,2415.0,23.0,1780.0,2018.0,0.0
173161,1.0,4.0,100644.0,1.0,198.0,20.9,104180.0,0.0,193.0,34.9,3.0,6.0,4.0,4925.0,28.0,1465.0,2018.0,0.0
66791,3.0,3.0,103819.0,1.0,185.0,38.4,104925.0,1.0,188.0,32.6,5.0,9.0,3.0,6590.0,2.0,9720.0,2020.0,1.0
160031,3.0,0.0,133430.0,0.0,185.0,19.4,111202.0,1.0,188.0,22.3,3.0,6.0,31.0,1295.0,23.0,1630.0,2018.0,0.0
188854,3.0,1.0,105332.0,1.0,196.0,30.5,104925.0,1.0,188.0,32.4,3.0,8.0,24.0,1538.0,2.0,9145.0,2019.0,1.0
10261,3.0,0.0,105777.0,1.0,188.0,30.3,134770.0,1.0,183.0,22.7,3.0,9.0,29.0,1801.0,10.0,3440.0,2021.0,1.0
60358,3.0,4.0,105138.0,1.0,183.0,26.3,104792.0,1.0,193.0,27.9,3.0,6.0,18.0,1775.0,23.0,1590.0,2014.0,1.0
157055,3.0,4.0,106065.0,1.0,185.0,26.0,104468.0,1.0,183.0,33.7,3.0,7.0,21.0,1768.0,31.0,1345.0,2018.0,0.0
146074,1.0,0.0,105550.0,0.0,185.0,28.9,106233.0,1.0,185.0,25.6,3.0,3.0,28.0,1375.0,5.0,4675.0,2019.0,1.0
207153,1.0,0.0,104527.0,1.0,183.0,28.0,103970.0,1.0,175.0,31.0,3.0,2.0,16.0,2005.0,4.0,6920.0,2013.0,0.0
90575,3.0,0.0,103819.0,1.0,185.0,33.1,105676.0,1.0,180.0,23.8,3.0,2.0,2.0,9080.0,28.0,1278.0,2014.0,0.0
15037,3.0,4.0,105777.0,1.0,188.0,25.4,104755.0,1.0,185.0,30.3,3.0,7.0,18.0,1990.0,17.0,2030.0,2016.0,0.0
117740,2.0,3.0,105227.0,1.0,198.0,28.7,103819.0,1.0,185.0,35.9,5.0,2.0,6.0,4235.0,5.0,5265.0,2017.0,1.0
157085,3.0,4.0,105676.0,1.0,180.0,27.6,126774.0,1.0,193.0,20.0,3.0,7.0,11.0,3085.0,15.0,2089.0,2018.0,0.0
140677,3.0,4.0,106058.0,1.0,185.0,22.8,104731.0,1.0,203.0,29.2,3.0,6.0,30.0,1205.0,15.0,1955.0,2015.0,1.0
135196,2.0,3.0,104755.0,1.0,185.0,29.0,104527.0,1.0,183.0,30.2,5.0,3.0,20.0,1610.0,4.0,5790.0,2015.0,0.0
38549,3.0,1.0,104527.0,1.0,183.0,29.4,104926.0,1.0,178.0,27.2,5.0,8.0,4.0,5625.0,17.0,1870.0,2014.0,0.0
39210,3.0,4.0,105053.0,1.0,188.0,26.9,104731.0,1.0,203.0,28.4,3.0,6.0,31.0,1200.0,18.0,1945.0,2014.0,1.0
50202,3.0,2.0,103819.0,1.0,185.0,36.2,100644.0,1.0,198.0,20.5,3.0,8.0,2.0,9005.0,3.0,4410.0,2017.0,0.0
157471,3.0,0.0,106058.0,1.0,185.0,23.0,104745.0,0.0,185.0,29.3,3.0,3.0,30.0,1210.0,8.0,3770.0,2015.0,1.0
118212,3.0,0.0,105138.0,1.0,183.0,27.7,104542.0,1.0,188.0,30.7,3.0,9.0,25.0,1480.0,10.0,2635.0,2016.0,0.0
184454,1.0,4.0,105807.0,1.0,188.0,29.7,134770.0,1.0,183.0,22.3,3.0,5.0,12.0,2835.0,27.0,1927.0,2021.0,1.0
180570,3.0,3.0,103852.0,0.0,188.0,33.3,105683.0,1.0,196.0,24.0,5.0,5.0,14.0,2130.0,8.0,4575.0,2015.0,1.0
189814,1.0,3.0,103819.0,1.0,185.0,37.7,104745.0,0.0,185.0,32.9,5.0,9.0,3.0,5950.0,2.0,7945.0,2019.0,1.0
174648,3.0,4.0,105453.0,1.0,178.0,25.7,106401.0,1.0,193.0,20.4,3.0,6.0,6.0,4710.0,32.0,1215.0,2015.0,0.0
153753,1.0,0.0,105550.0,0.0,185.0,28.9,111575.0,1.0,198.0,22.9,3.0,6.0,28.0,1375.0,13.0,2730.0,2019.0,0.0
73883,3.0,2.0,104527.0,1.0,183.0,30.6,104918.0,1.0,190.0,28.5,3.0,8.0,4.0,6500.0,2.0,8470.0,2015.0,0.0
9572,3.0,0.0,104542.0,1.0,188.0,32.5,100644.0,1.0,198.0,20.5,3.0,3.0,15.0,2490.0,5.0,4400.0,2017.0,0.0
17009,1.0,4.0,104925.0,1.0,188.0,29.9,105453.0,1.0,178.0,27.3,3.0,3.0,2.0,7085.0,8.0,3650.0,2017.0,0.0
84705,2.0,3.0,105550.0,0.0,185.0,29.1,105138.0,1.0,183.0,31.2,5.0,3.0,26.0,1430.0,22.0,1600.0,2019.0,1.0
92778,1.0,4.0,105373.0,0.0,190.0,23.7,104338.0,1.0,185.0,29.0,3.0,7.0,28.0,1205.0,20.0,1740.0,2013.0,1.0
115026,3.0,2.0,105227.0,1.0,198.0,26.1,104607.0,1.0,196.0,29.1,3.0,8.0,9.0,4150.0,7.0,4465.0,2014.0,1.0
65867,3.0,2.0,126774.0,1.0,193.0,21.2,100644.0,1.0,198.0,22.5,3.0,8.0,6.0,4000.0,7.0,2945.0,2019.0,0.0
99053,1.0,4.0,103163.0,1.0,188.0,35.0,103970.0,1.0,175.0,31.0,3.0,5.0,13.0,2375.0,4.0,6920.0,2013.0,1.0
160242,3.0,4.0,103819.0,1.0,185.0,34.0,104918.0,1.0,190.0,28.2,3.0,9.0,3.0,8065.0,2.0,8660.0,2015.0,0.0
174004,3.0,1.0,105683.0,1.0,196.0,22.2,104926.0,1.0,178.0,25.8,5.0,8.0,16.0,2095.0,31.0,1135.0,2013.0,0.0
72779,1.0,0.0,105227.0,1.0,198.0,27.6,104527.0,1.0,183.0,31.1,3.0,2.0,11.0,2715.0,4.0,6110.0,2016.0,1.0
178302,3.0,4.0,104527.0,1.0,183.0,34.5,105227.0,1.0,198.0,31.0,3.0,6.0,16.0,1910.0,24.0,1500.0,2019.0,0.0
124036,3.0,4.0,103333.0,1.0,208.0,36.6,104745.0,0.0,185.0,29.3,3.0,6.0,21.0,1575.0,7.0,4060.0,2015.0,1.0
34054,3.0,4.0,104527.0,1.0,183.0,31.5,104468.0,1.0,183.0,31.7,3.0,5.0,3.0,5910.0,32.0,1315.0,2016.0,1.0
5850,1.0,0.0,104926.0,1.0,178.0,28.1,104745.0,0.0,185.0,29.1,3.0,2.0,32.0,1115.0,10.0,3000.0,2015.0,1.0
59342,3.0,4.0,133430.0,0.0,185.0,22.8,124187.0,1.0,211.0,24.5,3.0,6.0,13.0,3020.0,17.0,2156.0,2022.0,1.0
43552,1.0,0.0,104926.0,1.0,178.0,26.1,103163.0,1.0,188.0,35.2,3.0,3.0,25.0,1515.0,11.0,2605.0,2013.0,0.0
24439,3.0,0.0,105777.0,1.0,188.0,24.6,103819.0,1.0,185.0,34.4,3.0,3.0,28.0,1360.0,3.0,8265.0,2016.0,1.0
176842,3.0,0.0,126774.0,1.0,193.0,21.5,105807.0,1.0,188.0,28.6,3.0,6.0,6.0,4745.0,27.0,1500.0,2020.0,0.0
6484,3.0,0.0,105453.0,1.0,178.0,25.5,104545.0,1.0,206.0,30.2,3.0,2.0,5.0,5525.0,18.0,1890.0,2015.0,0.0
42791,3.0,4.0,106401.0,1.0,193.0,22.2,103970.0,1.0,175.0,35.3,3.0,9.0,23.0,1770.0,31.0,1345.0,2017.0,0.0
49068,1.0,0.0,105227.0,1.0,198.0,25.5,103990.0,1.0,180.0,31.9,3.0,5.0,27.0,1330.0,18.0,1980.0,2014.0,0.0
77370,1.0,4.0,104312.0,1.0,190.0,29.1,104926.0,1.0,178.0,25.8,3.0,7.0,18.0,1895.0,32.0,1135.0,2013.0,1.0
94152,3.0,0.0,105676.0,1.0,180.0,23.8,103819.0,1.0,185.0,33.1,3.0,2.0,28.0,1278.0,2.0,9080.0,2014.0,1.0
151049,3.0,4.0,104545.0,1.0,206.0,32.5,105777.0,1.0,188.0,26.4,3.0,5.0,14.0,2505.0,8.0,3650.0,2017.0,0.0
91242,2.0,0.0,103333.0,1.0,208.0,37.2,104259.0,1.0,178.0,32.6,3.0,5.0,28.0,1405.0,25.0,1555.0,2016.0,1.0
158227,3.0,0.0,104607.0,1.0,196.0,29.3,104792.0,1.0,193.0,28.4,3.0,3.0,7.0,4660.0,21.0,1565.0,2015.0,0.0
3725,3.0,0.0,206173.0,1.0,188.0,21.1,208029.0,1.0,185.0,19.4,3.0,9.0,10.0,3200.0,31.0,1336.0,2022.0,1.0
185291,3.0,4.0,105223.0,1.0,198.0,29.4,103819.0,1.0,185.0,36.5,3.0,2.0,8.0,3200.0,1.0,10060.0,2018.0,0.0
27739,1.0,0.0,104745.0,0.0,185.0,29.8,104926.0,1.0,178.0,28.9,3.0,3.0,5.0,5595.0,31.0,1240.0,2016.0,0.0
203963,1.0,3.0,126094.0,1.0,188.0,22.9,126774.0,1.0,193.0,22.1,5.0,3.0,12.0,2614.0,6.0,5385.0,2020.0,1.0
17115,1.0,0.0,104918.0,1.0,190.0,29.9,105077.0,0.0,188.0,29.2,3.0,3.0,1.0,11690.0,19.0,2135.0,2017.0,0.0
152876,2.0,3.0,104745.0,0.0,185.0,33.0,103819.0,1.0,185.0,37.8,5.0,9.0,2.0,7945.0,3.0,6620.0,2019.0,1.0
46390,1.0,3.0,104918.0,1.0,190.0,28.0,106401.0,1.0,193.0,20.0,5.0,6.0,3.0,7040.0,30.0,1250.0,2015.0,0.0
143363,3.0,4.0,200282.0,1.0,183.0,20.6,126774.0,1.0,193.0,21.2,3.0,5.0,18.0,1695.0,7.0,3830.0,2019.0,1.0
52300,3.0,4.0,106421.0,1.0,198.0,24.5,105138.0,1.0,183.0,32.3,3.0,3.0,5.0,5890.0,12.0,2360.0,2020.0,1.0
116130,3.0,4.0,100644.0,1.0,198.0,22.4,126610.0,1.0,196.0,23.4,3.0,9.0,6.0,4185.0,13.0,2221.0,2019.0,0.0
101860,1.0,4.0,104926.0,1.0,178.0,29.9,104745.0,0.0,185.0,30.9,3.0,6.0,29.0,1235.0,5.0,4375.0,2017.0,1.0
153435,3.0,2.0,103819.0,1.0,185.0,34.2,104527.0,1.0,183.0,30.6,3.0,9.0,3.0,7340.0,4.0,6500.0,2015.0,0.0
187343,1.0,4.0,105208.0,1.0,190.0,25.6,105227.0,1.0,198.0,25.5,3.0,5.0,20.0,1780.0,26.0,1330.0,2014.0,0.0
9146,1.0,0.0,103852.0,0.0,188.0,33.8,106233.0,1.0,185.0,21.8,3.0,9.0,18.0,1800.0,24.0,1475.0,2015.0,1.0
63652,1.0,4.0,100644.0,1.0,198.0,21.0,105676.0,1.0,180.0,27.4,3.0,3.0,3.0,6015.0,10.0,2930.0,2018.0,0.0
64323,1.0,4.0,104745.0,0.0,185.0,27.9,105777.0,1.0,188.0,22.9,3.0,9.0,1.0,12900.0,14.0,2200.0,2014.0,0.0
68760,3.0,2.0,104925.0,1.0,188.0,26.4,105223.0,1.0,198.0,25.1,3.0,8.0,2.0,10610.0,5.0,5055.0,2013.0,0.0
164831,3.0,4.0,104745.0,0.0,185.0,35.7,207989.0,1.0,185.0,18.8,3.0,9.0,4.0,6515.0,19.0,2056.0,2022.0,0.0
135340,3.0,0.0,106058.0,1.0,185.0,23.2,105138.0,1.0,183.0,27.7,3.0,2.0,26.0,1465.0,25.0,1480.0,2016.0,1.0
157428,2.0,3.0,104745.0,0.0,185.0,32.0,104925.0,1.0,188.0,31.1,5.0,9.0,1.0,8770.0,21.0,1715.0,2018.0,1.0
196151,3.0,2.0,126094.0,1.0,188.0,24.0,134770.0,1.0,183.0,22.8,3.0,8.0,5.0,4950.0,8.0,3760.0,2021.0,1.0
193537,2.0,3.0,105023.0,1.0,198.0,29.7,104918.0,1.0,190.0,30.1,5.0,3.0,28.0,1495.0,1.0,9390.0,2017.0,0.0
92897,1.0,4.0,104925.0,1.0,188.0,34.9,207989.0,1.0,185.0,18.9,3.0,9.0,1.0,8400.0,9.0,3818.0,2022.0,1.0
11938,3.0,4.0,106043.0,1.0,170.0,26.9,105138.0,1.0,183.0,31.3,3.0,6.0,23.0,1690.0,13.0,2215.0,2019.0,1.0
89165,1.0,3.0,105138.0,1.0,183.0,32.4,105807.0,1.0,188.0,29.2,5.0,6.0,10.0,2665.0,18.0,2130.0,2020.0,1.0
107839,2.0,0.0,104918.0,1.0,190.0,29.0,105683.0,1.0,196.0,25.4,3.0,2.0,2.0,8915.0,9.0,2965.0,2016.0,0.0
31087,1.0,3.0,104918.0,1.0,190.0,27.0,104792.0,1.0,193.0,27.7,5.0,3.0,8.0,4120.0,28.0,1390.0,2014.0,0.0
76360,3.0,4.0,105227.0,1.0,198.0,29.0,105077.0,0.0,188.0,29.7,3.0,3.0,5.0,4155.0,25.0,1755.0,2017.0,0.0
160328,1.0,4.0,105227.0,1.0,198.0,28.5,104607.0,1.0,196.0,31.5,3.0,5.0,8.0,3385.0,12.0,2780.0,2017.0,0.0
132133,3.0,2.0,106233.0,1.0,185.0,26.1,126610.0,1.0,196.0,23.5,3.0,8.0,5.0,5025.0,8.0,2670.0,2019.0,1.0
70276,3.0,3.0,105683.0,1.0,196.0,28.0,106298.0,1.0,185.0,24.8,5.0,3.0,17.0,1900.0,31.0,1245.0,2019.0,1.0
75571,1.0,3.0,106233.0,1.0,185.0,25.7,104792.0,1.0,193.0,32.7,5.0,5.0,4.0,4685.0,17.0,1965.0,2019.0,0.0
83301,1.0,0.0,126207.0,1.0,188.0,24.2,200221.0,1.0,183.0,22.8,3.0,3.0,29.0,1513.0,28.0,1515.0,2022.0,0.0
